"<seg id=""10"">","In the center was a large fox's head, and the fox wore a shrewd and knowing expression and had large spectacles over its eyes and a small golden crown with shiny points on top of its head.",X,X,,
"<seg id=""11"">",While the travelers were looking with curiosity at this beautiful arch there suddenly marched out of it a company of soldiers—only the soldiers were all foxes dressed in uniforms.   ,X,X,,
"<seg id=""12"">","They wore green jackets and yellow pantaloons, and their little round caps and their high boots were a bright red color.",X,X,,
"<seg id=""13"">","Also, there was a big red bow tied about the middle of each long, bushy tail.",X,X,,
"<seg id=""14"">","Each soldier was armed with a wooden sword having an edge of sharp teeth set in a row, and the sight of these teeth at first caused Dorothy to shudder.",X,X,,
"<seg id=""15"">","A captain marched in front of the company of fox-soldiers, his uniform embroidered with gold braid to make it handsomer than the others.",X,X,,
"<seg id=""16"">","Almost before our friends realized it the soldiers had surrounded them on all sides, and the captain was calling out in a harsh voice:",X,X,,
"<seg id=""17"">","""Surrender! ",number,Surrender=plural,,
"<seg id=""18"">","You are our prisoners.""",X,X,,
"<seg id=""19"">","""What's a pris'ner?"" asked Button-Bright.",X,X,,
"<seg id=""20"">","""A prisoner is a captive,"" replied the fox-captain, strutting up and down with much dignity.",X,X,,
"<seg id=""21"">","""What's a captive?"" asked Button-Bright.",X,X,,
"<seg id=""22"">","""You're one,"" said the captain.",X,X,,
"<seg id=""23"">",That made the shaggy man laugh,X,X,,
"<seg id=""24"">","""Good afternoon, captain,"" he said, bowing politely to all the foxes and very low to their commander. ",X,X,,
"<seg id=""25"">","""I trust you are in good health, and that your families are all well?""",X,X,,
"<seg id=""26"">","The fox-captain looked at the shaggy man, and his sharp features grew pleasant and smiling.",X,X,,
"<seg id=""27"">","""We're pretty well, thank you, Shaggy Man,"" said he; and Dorothy knew that the Love Magnet was working and that all the foxes now loved the shaggy man because of it. ",X,X,,
"<seg id=""28"">","But Toto didn't know this, for he began barking angrily and tried to bite the captain's hairy leg where it showed between his red boots and his yellow pantaloons.",X,X,,
"<seg id=""29"">","""Stop, Toto!"" cried the little girl, seizing the dog in her arms. ",X,X,,
"<seg id=""30"">","""These are our friends.""",X,X,,
"<seg id=""31"">","""Why, so we are!"" remarked the captain in tones of astonishment.  ",X,X,,
"<seg id=""32"">","""I thought at first we were enemies, but it seems you are friends instead.",X,X,,
"<seg id=""33"">","You must come with me to see King Dox.""",X,X,,
"<seg id=""34"">","""Who's he?"" asked Button-Bright, with earnest eyes.",X,X,,
"<seg id=""35"">","""King Dox of Foxville; the great and wise sovereign who rules over our community.""",X,X,,
"<seg id=""36"">","""What's sov'rin, and what's c'u'nity?"" inquired Button-Bright.",X,X,,
"<seg id=""37"">","""Don't ask so many questions, little boy.""",X,X,,
"<seg id=""38"">","""Why?""",X,X,,
"<seg id=""39"">","""Ah, why indeed?"" exclaimed the captain, looking at Button-Bright admiringly.  ",X,X,,
"<seg id=""40"">","""If you don't ask questions you will learn nothing.",X,X,,
"<seg id=""41"">",True enough.,X,X,,
"<seg id=""42"">",I was wrong.,X,X,,
"<seg id=""43"">","You're a very clever little boy, come to think of it—very clever indeed.",X,X,,
"<seg id=""44"">","But now, friends, please come with me, for it is my duty to escort you at once to the royal palace.""",X,X,,
"<seg id=""45"">","The soldiers marched back through the arch again, and with them marched the shaggy man, Dorothy, Toto, and Button-Bright. ",X,X,,
"<seg id=""46"">","Once through the opening they found a fine, big city spread out before them, all the houses of carved marble in beautiful colors.",X,X,,
"<seg id=""47"">","The decorations were mostly birds and other fowl, such as peacocks, pheasants, turkeys, prairie-chickens, ducks, and geese.",X,X,,
"<seg id=""48"">","Over each doorway was carved a head representing the fox who lived in that house, this effect being quite pretty and unusual.",X,X,,
"<seg id=""49"">","As our friends marched along, some of the foxes came out on the porches and balconies to get a view of the strangers. ",X,X,,
"<seg id=""50"">",They were all handsomely dressed.,"reference
gender
gender","they=the foxes
they=feminine
dressed=feminine",,
"<seg id=""51"">",The girl-foxes and women-foxes wearing gowns of feathers woven together effectively and colored in bright hues which Dorothy thought were quite artistic and decidedly attractive.,X,X,,
"<seg id=""52"">","Button-Bright stared until his eyes were big and round, and he would have stumbled and fallen more than once had not the shaggy man grasped his hand tightly. ",X,X,,
"<seg id=""53"">","They were all interested, and Toto was so excited he wanted to bark every minute and to chase and fight every fox he caught sight of; but Dorothy held his little wiggling body fast in her arms and commanded him to be good and behave himself.",X,X,,
"<seg id=""54"">","So he finally quieted down, like a wise doggy, deciding there were too many foxes in Foxville to fight at one time.",X,X,,
"<seg id=""55"">","By-and-by they came to a big square, and in the center of the square stood the royal palace. ",X,X,,
"<seg id=""56"">","Dorothy knew it at once because it had over its great door the carved head of a fox just like the one she had seen on the arch, and this fox was the only one who wore a golden crown.",X,X,,
"<seg id=""57"">","There were many fox-soldiers guarding the door, but they bowed to the captain and admitted him without question. ",X,X,,
"<seg id=""58"">","The captain led them through many rooms, where richly dressed foxes were sitting on beautiful chairs or sipping tea, which was being passed around by fox-servants in white aprons.",X,X,,
"<seg id=""59"">",They came to a big doorway covered with heavy curtains of cloth of gold.,X,X,,
"<seg id=""60"">",Beside this doorway stood a huge drum. ,X,X,,
"<seg id=""61"">","The fox-captain went to this drum and knocked his knees against it—first one knee and then the other—so that the drum said: ""Boom-boom.""",X,X,,
"<seg id=""62"">","""You must all do exactly what I do,"" ordered the captain; so the shaggy man pounded the drum with his knees, and so did Dorothy and so did Button-Bright. ",X,X,,
"<seg id=""63"">","The boy wanted to keep on pounding it with his little fat knees, because he liked the sound of it; but the captain stopped him.",X,X,,
"<seg id=""64"">","Toto couldn't pound the drum with his knees and he didn't know enough to wag his tail against it, so Dorothy pounded the drum for him and that made him bark, and when the little dog barked the fox-captain scowled.",X,X,,
"<seg id=""65"">","The golden curtains drew back far enough to make an opening, through which marched the captain with the others.",X,X,,
"<seg id=""66"">","The broad, long room they entered was decorated in gold with stained-glass windows of splendid colors. ",X,X,,
"<seg id=""67"">","In the corner of the room upon a richly carved golden throne, sat the fox-king, surrounded by a group of other foxes, all of whom wore great spectacles over their eyes, making them look solemn and important.",X,X,,
"<seg id=""68"">","Dorothy knew the King at once, because she had seen his head carved on the arch and over the doorway of the palace. ",X,X,,
"<seg id=""69"">","Having met with several other kings in her travels, she knew what to do, and at once made a low bow before the throne.",X,X,,
"<seg id=""70"">","The shaggy man bowed, too, and Button-Bright bobbed his head and said ""Hello.""",X,X,,
"<seg id=""71"">","""Most wise and noble Potentate of Foxville,"" said the captain, addressing the King in a pompous voice, ""I humbly beg to report that I found these strangers on the road leading to your Foxy Majesty's dominions, and have therefore brought them before you, as is my duty.""",lexical ambiguity,before you=the period of time preceding an event vs in front of you,,
"<seg id=""72"">","""So—so,"" said the King, looking at them keenly. ",X,X,,
"<seg id=""73"">","""What brought you here, strangers?""",X,X,,
"<seg id=""74"">","""Our legs, may it please your Royal Hairiness,"" replied the shaggy man.",X,X,,
"<seg id=""75"">","""What is your business here?"" was the next question.",lexical ambiguity,business=professions; trade vs goal; objective,,
"<seg id=""76"">","""To get away as soon as possible,"" said the shaggy man.",X,X,,
"<seg id=""77"">","The King didn't know about the Magnet, of course; but it made him love the shaggy man at once.",X,X,,
"<seg id=""78"">","""Do just as you please about going away,"" he said; ""but I'd like to show you the sights of my city and to entertain your party while you are here.  ",lexical ambiguity,party=celebration vs group,,
"<seg id=""79"">","We feel highly honored to have little Dorothy with us, I assure you, and we appreciate her kindness in making us a visit.",number,you=plural,,
"<seg id=""80"">","For whatever country Dorothy visits is sure to become famous.""",X,X,,
"<seg id=""81"">","This speech greatly surprised the little girl, who asked:",X,X,,
"<seg id=""82"">","""How did your Majesty know my name?""",X,X,,
"<seg id=""83"">","""Why, everybody knows you, my dear,"" said the Fox-King. ",gender,my dear=feminine,,
"<seg id=""84"">","""Don't you realize that? ",X,X,,
"<seg id=""85"">","You are quite an important personage since Princess Ozma of Oz made you her friend.""",X,X,,
"<seg id=""86"">","""Do you know Ozma?"" she asked, wondering.",X,X,,
"<seg id=""87"">","""I regret to say that I do not,"" he answered, sadly; ""but I hope to meet her soon. ",X,X,,
"<seg id=""88"">","You know the Princess Ozma is to celebrate her birthday on the twenty-first of this month.""",X,X,,
"<seg id=""89"">","""Is she?"" said Dorothy. ","ellipsis
lexical ambiguity","is she=going to celebrate her birthday on the 21st of this month
is=inherent vs is going to",,
"<seg id=""90"">","""I didn't know that.""",X,X,,
"<seg id=""91"">","""Yes; it is to be the most brilliant royal ceremony ever held in any city in Fairyland, and I hope you will try to get me an invitation.""",X,X,,
"<seg id=""92"">",Dorothy thought a moment.,X,X,,
"<seg id=""93"">","""I'm sure Ozma would invite you if I asked her,"" she said; ""but how could you get to the Land of Oz and the Emerald City?",X,X,,
"<seg id=""94"">","""Kansas!"" he exclaimed, surprised.",X,X,,
"<seg id=""95"">","""Why, yes; we are in Kansas now, aren't we?"" she returned.",lexical ambiguity,returned=to come back again vs she answered,,
"<seg id=""96"">","""What a queer notion!"" cried the Fox-King, beginning to laugh.",lexical ambiguity,queer notion=gay notion vs strange notion,,
"<seg id=""97"">","""Whatever made you think this is Kansas?""",X,X,,
"<seg id=""98"">","""I left Uncle Henry's farm only about two hours ago; that's the reason,"" she said, rather perplexed.",X,X,,
"<seg id=""99"">","""But, tell me, my dear, did you ever see so wonderful a city as Foxville in Kansas?"" he questioned.",gender,my dear=feminine,,
"<seg id=""100"">","""No, your Majesty.""",X,X,,
"<seg id=""101"">","""And haven't you traveled from Oz to Kansas in less than half a jiffy, by means of the Silver Shoes and the Magic Belt?""",X,X,,
"<seg id=""102"">","""Yes, your Majesty,"" she acknowledged.",X,X,,
"<seg id=""103"">","""Then why do you wonder that an hour or two could bring you to Foxville, which is nearer to Oz than it is to Kansas?""",X,X,,
"<seg id=""104"">","""Dear me!"" exclaimed Dorothy; ""is this another fairy adventure?""",X,X,,
"<seg id=""105"">","""It seems to be,"" said the Fox-King, smiling.",X,X,,
